Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Fictive reward signals in the anterior cingulate cortex.","/pubmed/19443783","Hayden BY, Pearson JM, Platt ML.","Science. 2009 May 15;324(5929):948-50. doi: 10.1126/science.1168488.","Science.  2009","PubMed","citation","PMID:19443783 | PMCID:PMC3096846","pubmed","19443783","create date:2009/05/16 | first author:Hayden BY",
